Company Name,Website,Address,Phone,Estimated Revenue,Revenue Basis,Description,Freight Reason,Decision-Maker Name,Decision-Maker Title,Decision-Maker Email,Decision-Maker Phone,Pitch,Flags
Builders FirstSource,,"1555 E Court St, Seguin, TX 78155",(830) 303-7273,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Seguin, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Builders FirstSource, You're a building materials in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Fastenal Company,http://www.fastenal.com,"500 E Interstate 10, Seguin, TX 78155",(830) 372-0099,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Seguin, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Fastenal Company, You're a building materials in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Dealers Choice,https://dealerschoicedistribution.ca/fr/?utm_source=extnet&utm_medium=yext&y_source=1_MjgyMjE1MzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"12310 Fm 725, Seguin, TX 78155",(830) 800-8337,"$5,000,000",Building Materials category baseline (no headcount found),"DEMANDE DâESTIMATION TRAVAILLEZ EN SÃCURITÃ ET Ã DISTANCE AccÃ¨s en ligne 24/7 de votre compte Dealers Choice en tout temps, de nâimporte oÃ¹.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,info_canada@thedealerschoice.com,,"Ten seconds, then hang up on me if it's dumb — Dealers Choice, You're a building materials in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Ace Hardware,http://acehardware469594261.localsearch.com,"1008 N Austin St, Seguin, TX 78155",(830) 379-4611,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Seguin, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Ace Hardware, You're a building materials in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Don's Sheet Metal,http://don-s-sheet-metal.hub.biz,"1124 N Bowie St, Seguin, TX 78155",(830) 379-9473,"$5,000,000",Building Materials category baseline (no headcount found),"After you do business with Don's Sheet Metal, please leave a review to help other people and improve hubbiz.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Don's Sheet Metal, You're a building materials in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Seguin Renovations,,"1802 N Austin St, Seguin, TX 78155",(830) 401-0022,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Seguin, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Seguin Renovations, You're a building materials in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
D & D Farm & Ranch,http://www.truevalue.com/ddfarmranch,"516 E Interstate 10, Seguin, TX 78155",(830) 379-7340,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Seguin, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — D & D Farm & Ranch, You're a building materials in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Gunkel Architectural,,"5085 Elm Creek Rd, Seguin, TX 78155",(830) 303-0688,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Seguin, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Gunkel Architectural, You're a building materials in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Command Quip,http://commandquip.localsearch.com,"11233 E Interstate 10, Marion, TX 78124",(210) 910-5190,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Marion, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Command Quip, You're a building materials in Marion moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Builders FirstSource,http://www.bldr.com/locations/san%20antonio%20truss,"220 E Fm 78, Cibolo, TX 78108",(210) 658-7057,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Cibolo, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Builders FirstSource, You're a building materials in Cibolo moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Stock Building Supply,http://stockbuildingsupply8225003.localsearch.com,"9901 Doerr Ln, Schertz, TX 78154",(210) 651-5006,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Schertz, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Stock Building Supply, You're a building materials in Schertz moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Malin,http://www.malinusa.com,"6085 Corridor Pkwy Ste 100, Schertz, TX 78154",(210) 946-8282,"$5,000,000",Building Materials category baseline (no headcount found),"From defining business objectives to providing long-term support, we manage all aspects of the integration process for enhanced performance and productivity.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Malin, You're a building materials in Schertz moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Timber Tech,http://timbertechtexas.com,"220 E Fm 78, Cibolo, TX 78108",(210) 659-7735,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Cibolo, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Timber Tech, You're a building materials in Cibolo moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Jsr Inc,http://jsrincorporated.com,"8534 Greaves Ln, Schertz, TX 78154",(210) 566-0202,"$5,000,000",Building Materials category baseline (no headcount found),"We’re committed to performance, precision, and results.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Jsr Inc, You're a building materials in Schertz moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Supa Doors Inc,http://supadoor.com,"1732 Universal City Blvd, Universal City, TX 78148",(210) 698-8500,"$5,000,000",Building Materials category baseline (no headcount found),Web Server's Default Page You see this page because there is no Web site at this address.,"Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Supa Doors Inc, You're a building materials in Universal City moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Budge Ray & Melodie,http://budgeraymelodie.localsearch.com,"La Vernia, TX 78121",(830) 217-4900,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in La Vernia, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Budge Ray & Melodie, You're a building materials in La Vernia moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
The Home Depot,https://www.homedepot.com/c/pro-desk,"8138 Agora Pkwy, Selma, TX 78154",(210) 945-8160,"$5,000,000",Building Materials category baseline (no headcount found),"Building Materials based in Selma, TX.","Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — The Home Depot, You're a building materials in Selma moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Truss Building Products,http://trussinc.com,"37535 Interstate 10 W, Boerne, TX 78006",(830) 249-0111,"$5,000,000",Building Materials category baseline (no headcount found),Truss primarily operates as a whole manufacturer and distributor of patented gutter products that are sold nationwide.,"Heavy, bulky materials to job sites — LTL and flatbed needs almost daily. Site advertises wide-area shipping — confirmed outbound volume.",,Owner,orders@trussinc.com,,"Ten seconds, then hang up on me if it's dumb — Truss Building Products, You're a building materials in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Garner Custom Homes,http://www.garnerhomes.com,"125 Ledge Spgs, Boerne, TX 78006",(210) 493-1686,"$5,000,000",Building Materials category baseline (no headcount found),EACH HOME WE BUILD IS AS UNIQUE AS THE HOMEOWNERS THEMSELVES.,"Heavy, bulky materials to job sites — LTL and flatbed needs almost daily.",,Owner,,,"Ten seconds, then hang up on me if it's dumb — Garner Custom Homes, You're a building materials in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
